Comment	sentiment
Anjrit bijak bgt buat cowo yang pke kaos panjang item ada logo bendera amrik . Asli bijak bgt I proud of u	
KLARIFIKASI:<br>1. LGBT bukan penyakit. Udah jelas dari ilmu psikologi bahwa LGBT bukanlah penyakit. LGBT gak bisa disemuhkan karena itu bukan penyakit. Psikolog/psikiater gak bisa sembuhin LGBT.<br><br>2. &quot;LGBT berlawanan dengan semua agama&quot;. Salah besar. Banyak agama yg menerima LGBT seperti agama Budha. Jangan men-generalisasi semua agama sama seperti Islam/kristen.<br><br>3. &quot;LGBT bikin risih karena perilaku seksual mereka&quot;. Yg kalian risihkan adalah perilaku seksual publik mereka, atau PDA (public disclosure of affection). BUKAN LGBT-nya. Jika pasangan heterosexual juga melakukan PDA spt ciuman dan berpelukan di depan kalian, kalian jg akan risih. Hal ini menunjukkan yg kalian risihkan adalah perilaku PDA mereka, bukan orientasi seksual mereka.<br><br>4. &quot;Keluarga yg ideal terdiri dari Ayah dan Ibu&quot;. Hmm mas mba  BANYAK orang yg diasuh oleh single parent dan anak2 mereka terbukti dapat tumbuh dgn baik. Jika Anda mengatakan keluarga yg ideal hanyalah yg terdiri atas ayah-ibu, anda benar2 merendahkan orang tua single parent di seluruh dunia.<br><br>5. &quot;Keluarga homosexual tidaklah benar karena tidak dapat memiliki keturunan.&quot; Salah. Hubungan keluarga bukan semata2 didefinisikan ssebagai hubungan darah, tetapi hubungan kasih sayang. Banyak keluarga yg tidak dapat memiliki keturunan, apakah berarti mereka bukan sebuah keluarga? Banyak juga keluarga yg mengadopsi anak angkat, apakah berarti anak angkat bukan bagian keluarganya? Tentu tidak.<br><br>Terakhir pesan saya:<br>Mau ajaran agama ataupun nilai yg kita anut setuju/menolak LGBT, hidup dgn orientasi seksual masing2 adalah urusan pribadi. Saya seorang muslim. Kalo ada teman saya makan babi, apakah saya boleh melarang mereka hanya krn bagi saya babi haram? Tentu tidak. Agama dan nilai adalah hal pribadi. Tidak patut dipaksakan kepada orang lain.	
saya tidak setuju LGBT di sah kan d Indonesia,<br><br>bukan 100 % kgk setuju karena Agama...<br><br>tapi karena pola Pikir Rakyat Indonesia...<br>yang masih banyak suka menyerang dari pada Melindungi....	
&quot;Lgbt banyak bacotnya klo di medsos?&quot;, org yg normal itu lbh byk bacotnya apalg yg blng bgtu.	
<a href="https://www.youtube.com/watch?v=_hce2KNUStg&amp;t=4m50s">4:50</a> “bakal makin banyak nanti”, sebenarnya Udah ada banyak Tapi ngumpet karna takut diskriminasi, kehilangan kerjaan, diusir keluarga, dll. Makanya banyak yg menutup.	
Oke kalian udah mendengar &quot;kata mereka&quot; tentang LGBT di video di atas. Sekarang coba komen di bawah menurut kalian perlu tidak LGBT disahkan di Indonesia ?	
Saya bukan lgbt dan saya merasa ada yang janggal dengan stereotip gender. Jika laki gaboleh pink, kenapa perempuan boleh biru? Jika perempuan boleh suka seni laki, kenapa tidak boleh laki suka seni perempuan. Kenapa laki dilarang untuk bermain yang berbau kasih sayang, dilarang main boneka, dilarang suka imut? (Kalopun boleh itupun dibatasin cuma sebagian kecil sekali dari dunia seni imut). Jika jaman dulu segala yang berbau seni identik dengan laki, kenapa dibalik menjadi perempuan setelah jaman menjadi lebih mudah dan perempuan lebih banyak haknya dibandingkan jaman dulu? Jika cewek boleh pake gambar cowok, kenapa cowok tidak boleh pake gambar cewek?<br><br>Kenapa laki harus ada nada serius gitu walo dalam hiburannya, dalam istirahatnya, sampe ke bagian paling privasi pun (maksudnya pikiran) juga diatur. Maksudnya kenapa laki gaboleh yang saya sebut diatas semua. Kenapa dalam beladiri dan olahraga gerakannya sexist? Gerakan cewek dibedain dan itu lebih lemah, dan untuk laki untuk ngelakuin itu apapun alasannya walo karna biar cepet biar gak cepat lelah dilarang. Sembarang sembarang seolah olah laki laki ada kelainannya kalo gak mengikuti aturan yang gak masuk akal stereotip gender, dan kenapa itu semua dianggap biologis padahal masyarakat sendiri yang membuatnya? Warna gender yang nentuin orang Amerika sebenarnya<br><br>Untuk bisa dianggap kuat, gak dianggap cewek, cowok harus melakukan kekerasan jika dibully. Cowok harus kasar, teges walo tidak serius waktunya agar dibilang normal. Itulah yang mengakibatkan adanya toxic masculinity ato kehidupan laki laki yang kasar dan menyakitkan wataknya<br><br>Misogini tidak hanya menyerang perempuan, tapi laki laki juga. Liatlah, perempuan semakin dilemahin semakin kuat, laki laki tertinggal untuk soal kebebasan (seni, warna, kesenangan, dll). Efeknya adalah sebagaimana yang saya sebutkan diatas<br><br>Liatlah dorce, korban stereotip gender. Dia menjadi transgender karna mainannya dia tidak seperti laki laki pada umumnya dan dia mengira kalo jiwanya ada di badan yang salah padahal itu hanyalah ilusi dari stereotip gender yang begitu janggal, begitu menyakiti laki laki sebenarnya kalo mereka sadar<br><br>Tidak perlu jadi lgbt untuk kesetaraan gender, bukan berarti laki harus pake rok pake gaun dsb. Saya mempelajari kesetaraan gender karna menyadari kalo apa yang saya sukai dianggap punya cewek dan sebenarnya itu unisex, saya baru tau kalo tas belanja seperti tas we bare bears dan yang imut imut itu dilabel tas wanita setelah saya melihat di shopee, dan saya baru bisa menerima kenyataan kalo kaos unisex yang saya inginkan yaitu kaos emoticon super t matahari itu adalah kaos wanita setelah banyak mempelajari tentang kesetaraan gender dan menyadari tentang kenyataan pahit dunia ini. Karna saya memegang kuat agama saya, dan takut tuhan saya, jadi saya bukan bagian dari lgbt	
Utk pertanyaan “lo setuju gak dengan LGBT?”<br>Jawaban gua sesimple:<br><br>Who am I to judge?<br><br>Kapasitas kita sebagai manusia emg sebesar apa sih sampai bisa menentukan setuju atau tidak dengan eksistensi SESAMA manusia lainnya?	
Secara agama, nolak. Kalo secara kemanusiaan, ya kembali ke masing2. Yang penting nggak judgemental saja ke manusianya. Mereka manusia juga yang punya perasaan kalo dihina dan semacamnya	
Gue Geh. Gw udh sadar sejak awal pubertas (masa² akhir SMP). Ngeliat temen cowo yg disukai tu kayak dunia Indah banget.<br><br>Gw berusaha jd normal dengan berusaha &quot;islami&quot; dengan ngikutin pengajian (majelis² gitu) sekali seminggu, rajin puasa, dsb. Gw udh ke Psikolog juga sih, tp cm sekali doang karena kapok karena dia too judgemental.<br><br>Gw baru kuliah dan sekarang bingung harus jawab apa ketika disuruh nikah sm ortu wkwk<br><br>Makasih bagi siapapun yg mau baca! Aku tau kalian berhati baik!	
I&#39;m a lesbian dan gue ga pernah milih buat terlahir sbg seorang lesbian, dan gue sering stress taugasi. Gue mikir, ah ya Tuhan kalo ini salah kenapa malah gue terlahir jadi kaya gini si. Berkali gue coba buat balik straight, nyoba buat demennya sama cowo tapi tetep gabisa, cewe cantik selalu lebih menarik di mata gue. sampe akhirnya gue sendiri yg minta di ruqyah ke mak gue karena bener&quot; udah ga ngerti lagi. Dan kalau ada orang yang bilang ini karena setan, jin atau apalah itu, gue yg sampe di ruqyah aja ga ngerasain apa&quot; :) ini yang terlalu bebal gue apa setannye.<br><br>dan soal pelegalan lgbt di Indonesia entah kenapa gue tetep ga setuju si, gatau kenapa sedangkan gue bagian dari lgbt juga kan. Karena gue mikirnya masyarakat indonesia yg kaum. lgbt nya agak sedikit perlu diedukasi lebih dulu ya, agar ga banyak yang salah ngeartiin mksd kalo udah di legalin bukan berarti bisa &#39;bebas&#39; yang sampe gatau aturan	
Gua bagian LGBT. Tapi gua ga setuju juga dilegalkan. Karena ga kan bisa. Ga kan ada keturunan. Ga kan ada generasi selanjutnya.<br><br>Cuman disini please. Jangan pojokan kami ya. Bantu agar bisa berubah orgnyaa. Saya pun ingin bener2 jatuh cinta 100% fisik dan seksual ke perempuan.sumpah deh.<br><br><br>Saya mau nikah. Mohon doa nya agar bisa straight 100%	
&quot;gw sih gak mau LGBT di legalin di indo&quot;<br>&quot;emang kenapa&quot;<br>&quot;ya gak mau aja&quot;<br>wow such rational much smart	
LGBT itu buakn brati dia banci woi, gue punya temen banci tapi demen bgt cewek, ada temen gue keliatan stright maco parah tp dia aslinya suka cowok. DAN MREKA BUKAN PENYAKIT	
kontennya gak relevan. klo memang mau ngomongin susahnya jadi LGBT harusnya yang diundang itu kaum LGBTnya atau komunitas LGBT di Indonesia. buat bener&quot; tau gimana susahnya mereka yang ngejalanin. klo kyk gini menurut gua yang ada lu menjatuhkan salah satu pihak.	
Sebenernya Indonesia belom bisa melegalkan LGBT tuh perihal masalah moralitas sih menurut gw, karna ini tuh Indonesia, kita gak bisa sebebas negara lain yg kebanyakan gak beragama, dan bukan juga karna masyarakat Indo gak open minded, tapi karna kita sangat2 menjaga norma sosial dan nilai2 agama. Lagian gw berfikir kalo negara2 maju yg melegalkan LGBT pun bukan semata2 karna pikiran mereka lebih maju dari kita, semaju2nya mereka, mereka juga pastinya punya kekurangan, dan gw justru menganggap bahwa melegalkan LGBT itulah salah satu kekurangan dan kesalah yg dilakukan oleh mereka.	
<a href="https://www.youtube.com/watch?v=_hce2KNUStg&amp;t=3m55s">3:55</a> “LGBT tuh banyak bacotnya d twitter” anjrit Ngakak 🤣🤣😂<br>bukan gw bela LGBT ya, tapi nih setau gw justru bacot2 org Normal pada umumnya lebih pedih (kaya gak tau aja netijen +62)<br><br>Lo pikir di IG, Twitter, FB dll yg suka Hate komen, Hate speech, Haters dg sumpah serapah itu cuma LGBT aja? Justru Mayoritas Mulut2 kita yg normal justru lebih banyak Bacot d komen, ngomenin hidup org Juaranya. Termasuk Pendapat lo yg gak bermutu alias modal BACOT doang boss🤣<br><br>kalo yg ngomong mukanya ngenakin sih gpp, ini kaya kerak nasi ngomongnya tengil bgt. pantesan lo diserang, mungkin lo sering kalah debat kali 🤣🤣🤣	
Julnya susahnya jd lgbt di indonesia tp yg diwawancari yg straight, how&#39;s come?? Wkwkkw	
😊kalian semua Beruntung Ya bisa Hidup Norma,sedangkan kita yang Mulai dari kecil sudah Ada Kelainan Genetik,😞saya pas Sd dan smp Sering Banget di bully di bilang bencong karna cara Jalan saya yg kaya cewe,padahal itu alami Tampa saya buat2.😞saya merasa Hidup tdk Adil knp saya harus di ciptakan seperti ini,sumpah Itu Gk Enak banget Semua serba salah klau di klas  belajar tentang LGBT Orang2 Langsung lihat Ke GUe, Padahal gue Gk LBJT gue Tetap suka Cewe Kok Gue juga berpenampilan seperti cowo pada umumnya:)<br><br>Paling sakit banget klau Orang2 Ngomong percuma Lu solat bencong solatnya gk di terima😞 yang mau jadi bencong siapa Anjir<br>Sumpah sakit banget, kadang di bilang Juga sebagai Tanda2 Kiamat	
WOY ANJIR MAS-MAS PAKE SWEATER ITEM LOGO AMERICAN FLAG,MASNYA UDH GANTENG,PEMIKIRANNYA TERBUKA.ah pokoknya idaman gw bgt dah 😭😭	
1 Hal buat kalian yang straight, Don&#39;t think that someone u know is on LGBT cyrcle itu suka ama kalian karena sama jenis kelamin, Guys kaum LGBT juga punya tipe gak asal comot - comot suka anak orang 🙏🏻😉	
Terkait masalah LGBT,kalau saya 100% terima,tetapi perilaku seksual nya yg saya tolak,bkn orangnya<br><br>100% Saya TERIMA (Orang nya)<br>100%  Saya TOLAK  (perilakunya)<br><br>Jangan tolak orang nya bro,ada HAM yg mengatur semua itu.tetapi yg perlu kita TOLAK itu akal pikirannya serta perilaku nya, dan itu sebagai warga negara,kita wajib membantu serta mencuci otak mereka(kaum LGBT), agar pikiran seks nya tidak melenceng dari kodrat yang sudah Tuhan tetapkan	
Fun fact<br>Tiap gw liat social eksperimen ginian mesti yg open minded tu mreka&quot; yg cakep, ntah gmna 🤣	
Interviewer nya aja udah kedengeran gak open kok. Kalimatnya banyak yang blunder... mau sok sokan bahas ginian di channelnya tapi gak open dan memihak ke satu arah.	
Pas liat thumbnail kirain ini semacam interview rang orang yg LGBT ditanyain idupnya gimana. Wahaha	
Yg cewek rata2 open minded.<br>Yg cowok memakai baju hitam ada motif ada bendera amerika yg paling open minded	
Buat yg cowok Baju Biru sih : Saat kamu bicara, kamu benar2 menunjukkan sampai dimana kualitasmu 😊<br><br>Dan buat cowok yg lengan panjang : respect with ur mind!!! Setiap orang punya hak yg sama sejak dia dilahirkan! Dan pemikiran anda benar2 baik 😊	
Gw gay married dengan perempuan. Tbh, gw depressi bgt diawal pernikahan, dan mungkin sekarang2 jg krn hal2 &quot;baru&quot; yg ga pernah gw dapet sebelumnya. Dan waktu itu, gw jujur sama dia, dan akhirnya ibu dan kk gw tau ttg kondisi gw, but alhamdulillah kk ama ibu gw sangat support gw... Ketika gw memutuskan untuk menikah, gw konsultasi dengan  temen2 gay yg menikah juga (2 org) . Mereka mentor gw ketika itu. Dan sebenernya rasa sayang sama perempuan itu bisa muncul kok... Cuma sayang nya bukan karena nafsu..  Tp karena lo di sediakan makanan, didoain, di treat, dll. <br>Tp buat lo orang Indonesia umumnya, please jgn judge lgbt, krn mereka juga gamau kayak gitu, pengennya juga normal. Apalagi buat yg katanya alim tapi benci bgt kayaknya sama sesama manusia yg ditakdirkan lain. Walaupun mereka memutuskan menikah, dia bisa aja stress dan depresi, dan korbannya ya siapa lagi kalo bukan wanita juga pada akhirnya.. Memang ada lgbt yg psikopat kayak si reinhard, tp itu hanya sebagian kecil. Karena gw banyak temen2 lgbt yg menikah, punya anak, dan istri2 mereka juga bangga sama mereka. Tp inget, kalo lo merasa gasiap utk nikah, fikirin lg deh, jgn sampai wanita lg yg jadi korban... Jgn karena org sekitar lu nyuruh nikah. Pikirin aja mateng2.. Buat yg nanya kapan nikah, mending do&#39;ain aja yg terbaik jgn ditanya2 krn hal itu bisa bikin stress lgbt... <br><br><br>*p.s do&#39;ain pernikahan gw yah...	
&quot;Gosah menuntut hak&quot;? Trus mereka ga boleh menuntut hak untuk tidak dibully? Hak untuk hidup? Bahkan jika anda tau, banyak lgbt di luar sana dibunuh dengan semena-mena mengatasnamakan agama. Terlepas dari orientasi seksual mereka, MEREKA ITU MANUSIA. DAN MEREKA JUGA PANTAS UNTUK MENUNTUT HAK MEREKA SELAYAKNYA MANUSIA!!	
Gw lgbt. Dari kecil sampe usia gw gak pernah bergaul di lingkungan lgbt. Dari kecil juga gak ada gen kelainan atau feminim. Gw orgnya introvert jadi malas bergaul. Gw bergaul sama teman2 straight sja. Mereka ngak nyadar klo gw bagian dari lgbt. Gw udah coba pacaran sama cewek berapa kali. Tapi gagal. Gw udah di rukiah 2 kali secara islam. Pergi ke majelis 2 islam .Gw juga udah ke pskiater hampir 1 tahun lebih. Pergi ke hipnoteraphist. Tapi sampai sekarang gw masih punya perasaan sama sesama jenis. Coba saja ada obat buat kami kaum lgbt. Kami juga tidak mau bgni. Kami mau hidup normal. Silahkan bully pernyataan saya. Waktu dan tempat dipersilahkan...	
Yang mikir nikah buat jadi solusi, think again.<br>Si A, gay, dipaksa nikah dengan si B. Akhirnya nikah. Meanwhile si A masih sayang dengan pacar cowonya. Jadilah mereka backstreet, selingkuh.<br>Nah kalo dah gitu, mikir ga kalian perasaan si cewek? Keluarga si cewe?<br>Gausah bahas gabisa buat keturunan kali. Masih banyak orang di dunia ini yg heterosexual. Gaperlu bingung gaada yg punya anak.<br>You can&#39;t force your hetero normatives mindset to LGBT person. It&#39;s a big NO. Perlakukan orang lain sebagaimana kamu mau selayaknya diperlakukan oleh orang lain. Hargai pendapat dan pilihan mereka. LGBT isn&#39;t STD guys. Dia gabakal nular.<br>And yeah, kalo kalian berdalih LGBT penyebar IMS, STD, HIV AIDS dll. Think again.<br>Heterosexual yang gapaham tentang protection aja masih banyak kok. Jadi jangan memojokkan suatu golongan cuma berdasarkan sexual desires mereka.<br>Nobody have the right to judge the others. Cheers❤️	
Yang punya tampang terkadang mulutnya lebih enak di denger, daripada yang mukanya dibawah standart ❤️🤘	
Baju item panjang ada bendera amrik❤	
Gw kalau berteman g mandang dia LGBT lah, dia Bisex lah... Selagi dia ga berbuat yang diluar pikiran, Gw fine fine aja	
<a href="https://www.youtube.com/watch?v=_hce2KNUStg&amp;t=3m47s">3:47</a><br>Huh? I&#39;m sorry what? Pertama masnya ngerti gak fungsinya twitter apa? Ya buat bacot lah gak pandang gender, seksualitas, agama, suku, atau ras apa kamu! Semisal risih ya udh jgn maen twitter mas, gitu aja. LGBTQ+ berhak menyuarakan aspirasi mereka lewat platform digital tersebut, kok anda yg ngatur dan nyuruh keep it lowkey. Kan lawak 🤡 (it&#39;s my opinion, take it or leave it! Bhay)	
Nih Gw Bocor rahasia LGBT,<br>1.Tiap Malam Nangis Karna Memikirkan Kenapa Kehidupannya kaya Gitu<br>2.ingin Bunuh Diri Itu sllu adah<br>3.Setres,Tiap hari Kemanamana Di Buly dan lainnya<br>4.Kehidupannya Dipenuhi Diskriminasi<br>5.91% Di benci sama Keluarga/Temen&amp;Banyak Orang<br>6.Sering Di Sakitin<br>7.Kerja Keras Demi Hidup<br>8.Sllu Putus asah<br>9.Sllu salah,&amp; salah di mata Orang lain<br>Dan masih Buanyak Lagi,,,<br>Nih Gw mau Kasih Contoh sama kalian,Coba Kalian Bayangin Kalian Di Buly Satu Hari,pasti Kalian Stres malah,coba Lu Pikir LGBT,yang di buly tiap hari Anjirt,Setres gak sih,<br>Coba lu fikir Di Jauhi Temen &amp; keluarga,Stres gah sih<br>Nih Masih Banyak lagi<br>Di mata Orang biasa LGB T <br>Itu Gak  tau diri&amp; malu,Hey <br>Kalo kamu Lamar Kerja sana,sini Gak di terima ya Kamu Harus Apa,yang jelas kamu harus Lakuin apa pun itu biar bisa makan makanya Banyak LGBT seperti Waria,Kerja nx Gak jelas,karna Mereka Gak di Terima Kerja di mana Pung dan mereka juga dijauhi sama keluarga makanya Siapa yang harus menanggung kehidupan mereka Sepang harus menanggung sekolah mereka nggak bisa mereka makan dari mana uang mereka di jelas mereka harus mempertaruhkan kehidupan mereka mereka harus mempertaruhkan apapun demi untuk makan aja kalian itu udah bersyukur diberikan kelebihan sama tuhan gak seperti LGBT mereka itu selalu dibully dijambak dan kehidupan mereka itu dipenuhi sama diskriminasi di mana pun mereka berada dan kapan apung itu. Jadi tolonglah hargai mereka sedikit karena mereka itu juga bagian dari negara coba aku tanya sama kalian kalian mau ngak jadii LGBT, Pasti kalian tidak mau karena itu udah diberikan sama Tuhan sama kalian itu udah takdir...<br><br> semoga perkataanku ini bisa mengubah pikiran kalian yang selalu bilang kalau LBGT tu tidak  berguna....<br> Dan aku juga sebagai LBGT...<br>Dan aku bilang kepada kalian aku mohon sama kalian semua Berhentilah untuk memberikan  diskriminasi untuk kami karena kami juga manusia kami juga punya perasaan dan hati aku mohon aku mohon aku mohon	
